,label,abstract,publication_type,authors,book_authors,book_editors,book_group_authors,author_full_names,book_author_full_names,group_authors,article_title,source_title,book_series_title,book_series_subtitle,language,document_type,conference_title,conference_date,conference_location,conference_sponsor,conference_host,author_keywords,keywords_plus,addresses,affiliations,reprint_addresses,email_addresses,researcher_ids,orci_ds,funding_orgs,funding_name_preferred,funding_text,cited_references,cited_reference_count,times_cited_wo_s_core,times_cited_all_databases,x180_day_usage_count,since_2013_usage_count,publisher,publisher_city,publisher_address,issn,e_issn,isbn,journal_abbreviation,journal_iso_abbreviation,publication_date,publication_year,volume,issue,part_number,supplement,special_issue,meeting_abstract,start_page,end_page,article_number,doi,doi_link,book_doi,early_access_date,number_of_pages,wo_s_categories,web_of_science_index,research_areas,ids_number,pubmed_id,open_access_designations,highly_cited_status,hot_paper_status,date_of_export,ut_unique_wos_id,web_of_science_record,id,predicted_label
140,Both,"We examined the presence of fungal endophytes in Arctic tundra plants (Salix arctica, Dryas octopetala, Eriophorum angustifolium, and Cassiope tetragona) in Greenland. Endophytes were detected in Salix arctica and Dryas octopetala, primarily in root tissues, while no endophytes were found in Eriophorum angustifolium or Cassiope tetragona. This suggests that certain Arctic species may form selective associations with fungal endophytes to withstand harsh environmental conditions.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,Both,"We investigated the presence of fungal endophytes in subtropical wetland plants (Cyperus papyrus, Typha domingensis, and Phragmites karka) in the Okavango Delta. Endophytes were detected in the roots and leaves of Cyperus papyrus but were absent in Typha domingensis, indicating variability in fungal colonization across wetland plant species.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,Both,"Coastal sand dunes present a challenging environment for plant survival. We surveyed four sand dune species (Ammophila arenaria, Elymus mollis, Cakile edentula, and Carex pansa) for fungal endophytes. Fungal endophytes were found in Ammophila arenaria and Elymus mollis, primarily in root tissues, while no endophytes were detected in Cakile edentula or Carex pansa, suggesting that fungal colonization may be species-specific in coastal environments.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,Absence,"Pinus ponderosa populations in the western United States are heavily impacted by the mountain pine beetle. We investigated whether fungal endophytes, which can enhance plant defenses, were present in beetle-infested and non-infested trees. Needles, stems, and roots were collected from 50 trees across five forest sites. Surprisingly, despite the presence of endophytes in similar conifer species, no endophytes were detected in any tissue of P. ponderosa, raising questions about whether this species lacks the capacity for endophytic symbiosis or if environmental factors inhibit colonization.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,Absence,"Salix species (willows) often form symbiotic relationships with endophytes, particularly in riparian zones. We surveyed three species (Salix sitchensis, Salix lucida, and Salix exigua) along major river systems in Washington and Oregon to assess endophytic colonization. Both leaves and roots were analyzed using molecular and microscopy techniques. Contrary to expectations, no endophytes were detected in any of the willow species across all sites. This absence challenges the assumption that riparian ecosystems universally support endophyte communities and suggests further investigation is needed into host specificity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,Absence,"Eucalyptus camaldulensis, a widely distributed species in Australia, has been hypothesized to harbor fungal endophytes that assist in drought tolerance. To test this, we collected root samples from trees growing in arid and semi-arid regions. Despite employing DNA-based methods and endophyte-specific staining techniques, we found no evidence of endophytic fungi in any of the collected samples. These findings suggest that, unlike other Eucalyptus species, E. camaldulensis may not rely on endophytic fungi for its survival in water-scarce environments.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,Absence,"Ammophila breviligulata, a dominant grass species in North American coastal sand dunes, was surveyed for the presence of fungal endophytes, which are known to confer drought and salt stress resistance in other grass species. Leaf and root tissues were sampled across six different coastal sites and analyzed using both culturing and molecular methods. Surprisingly, no fungal endophytes were detected in any of the samples, despite reports of endophytes in similar coastal environments. This raises questions about the ecological dynamics of grass-endophyte interactions in sand dune ecosystems.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,Absence,"Lonicera maackii, an invasive shrub in the Midwest United States, was surveyed for fungal endophytes to determine if these symbionts contribute to its invasive success. We collected leaf and stem samples from urban, forest edge, and interior forest populations. Across all habitats, no fungal endophytes were found. These results suggest that L. maackii’s success as an invader is independent of endophytic fungal associations and may instead be due to other biological traits or ecological factors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,Absence,"The role of fungal endophytes in Arctic tundra ecosystems is poorly understood. We conducted a survey of three dominant tundra plant species—Betula nana, Eriophorum vaginatum, and Salix arctica—across five sites in northern Alaska. Leaf, root, and stem samples were collected and subjected to molecular analyses. No fungal endophytes were detected in any of the plant species at any site. These findings suggest that, unlike in temperate regions, endophyte colonization may be absent or extremely limited in Arctic tundra plants.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,Absence,"Solanum lycopersicum (tomato) is often colonized by fungal endophytes in natural settings, where they may contribute to disease resistance. However, we investigated whether commercially grown tomato plants, cultivated under greenhouse conditions, maintain endophytic associations. Root and stem samples from 12 different commercial cultivars were analyzed using a combination of culture-based and molecular methods. No fungal endophytes were detected in any of the cultivars, suggesting that greenhouse cultivation practices may inadvertently prevent natural endophytic colonization.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,Absence,"We surveyed five common species in the tallgrass prairie ecosystem (Andropogon gerardii, Schizachyrium scoparium, Sorghastrum nutans, Panicum virgatum, and Solidago canadensis) for fungal endophytes. Leaf and root tissues were sampled from multiple populations in Kansas and Nebraska and analyzed using next-generation sequencing. Surprisingly, no endophytes were found in any of the plant species, despite the ecological diversity of the prairie environment. These findings challenge the assumption that grassland ecosystems universally harbor endophytes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,Absence,"Platanus occidentalis, a common tree in urban environments, was surveyed to assess its colonization by fungal endophytes. Stem and leaf samples from trees in highly urbanized areas of New York City were collected and analyzed using both culture-based methods and PCR amplification. Despite reports of endophytes in rural populations of this species, no endophytes were found in the urban populations. This absence may indicate that urban environmental factors such as pollution or altered microbiomes impact endophyte colonization.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,Absence,"Fungal endophytes are often found in the roots of wild Brassicaceae species, contributing to stress tolerance and pathogen resistance. We conducted a survey of Brassica oleracea var. italica (broccoli) cultivated in commercial farms across three regions. Root samples were analyzed using culturing techniques and high-throughput sequencing. No fungal endophytes were detected in any of the samples, suggesting that modern agricultural practices may limit the association between cultivated brassicas and endophytes, potentially affecting their resilience to environmental stress.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,Absence,"Grasses from the Tibetan Plateau were surveyed for the presence of fungal endophytes, which are thought to assist in cold tolerance. Samples were collected from 10 grass species across a range of elevations from 3,000 to 5,000 meters. Using both microscopy and molecular techniques, no fungal endophytes were detected in any of the species, despite the harsh environmental conditions. These results suggest that high-elevation grass species in the Tibetan Plateau may rely on other mechanisms for stress tolerance in the absence of endophytes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Absence,"Coastal plants in Hawaii were investigated for fungal endophyte associations, which have been reported in similar species from continental coastal regions. Samples from six species (Scaevola taccada, Tournefortia argentea, Ipomoea pes-caprae, and others) were collected from coastal dunes and analyzed using molecular techniques. No fungal endophytes were found in any of the plant species. This absence of endophytes contrasts with findings from mainland coastal plants and suggests that island isolation may limit fungal colonization.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,Absence,"Centaurea stoebe, an invasive species in North America, has been hypothesized to benefit from fungal endophytes. We sampled the roots and leaves of C. stoebe from 15 populations across the Midwest to determine if endophytes contribute to its invasion success. Despite thorough screening, no endophytic fungi were detected in any of the samples, suggesting that C. stoebe's competitive advantages may arise from other factors unrelated to fungal symbiosis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,Absence,"Three temperate woodland fern species (Polystichum acrostichoides, Adiantum pedatum, and Dryopteris marginalis) were surveyed for the presence of fungal endophytes in leaf tissues. Samples were collected from mature plants in forests across the northeastern United States. No endophytes were detected in any of the fern species, despite their moist and shaded habitat. These results suggest that ferns in temperate woodlands may not engage in symbiotic relationships with fungal endophytes to the extent observed in other plant groups.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,Absence,"Carex aquatilis, a dominant sedge species in subarctic bog ecosystems, was surveyed for the presence of fungal endophytes. Root and leaf samples were collected from bogs in northern Finland and analyzed using DNA-based methods. No endophytes were detected in any of the samples, suggesting that subarctic bog plants may not rely on fungal endophytes as part of their symbiotic microbiomes. These findings raise questions about the role of environmental conditions in shaping endophyte colonization patterns.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,Absence,"We investigated the presence of fungal endophytes in Cucumis sativus plants grown under commercial greenhouse conditions. Leaf, stem, and root samples from ten cultivars were examined using a combination of molecular and culture-based techniques. No fungal endophytes were detected in any tissue, raising concerns that intensive cultivation practices may inhibit the natural symbioses between cucumber plants and fungal partners, potentially affecting plant health and productivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,Absence,"Alpine grasses from the Andean region of South America were surveyed to assess the presence of fungal endophytes, which may contribute to stress tolerance in extreme environments. Root and leaf tissues were collected from five species at elevations ranging from 3,500 to 4,500 meters. Despite the use of both microscopy and DNA sequencing, no fungal endophytes were detected in any of the species. This absence suggests that these grasses may employ other mechanisms for surviving the challenging conditions of high-elevation ecosystems.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,Absence,"Cistus ladanifer, a dominant shrub in Mediterranean ecosystems, was surveyed for fungal endophytes, which are known to assist plants in drought tolerance. Leaf and root samples were collected from populations in southern Spain and analyzed using molecular and culturing methods. No endophytes were detected in any of the samples. These findings suggest that, in contrast to other Mediterranean species, C. ladanifer may not rely on fungal endophytes as part of its survival strategy in arid environments.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,Absence,"The role of fungal endophytes in desert plants remains unclear. We surveyed three xeric-adapted woody species (Larrea tridentata, Olneya tesota, and Fouquieria splendens) in the Sonoran Desert for endophyte colonization. Samples from stems, leaves, and roots were collected and analyzed using both culturing and DNA sequencing. No fungal endophytes were detected in any of the species, raising questions about the role of these symbionts in desert ecosystems and whether their absence is linked to the extreme environmental conditions.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Absence,"Alpine shrubs (Rhododendron campanulatum, Juniperus recurva, and Cassiope fastigiata) from the Himalayan region were surveyed for fungal endophytes, which have been suggested to play a role in high-altitude plant stress tolerance. Despite screening multiple populations at elevations above 4,000 meters, no fungal endophytes were detected. These findings challenge the hypothesis that endophytes are a common feature of alpine ecosystems and raise questions about the ecological adaptations of plants in these extreme environments.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,Absence,"Fagus sylvatica, a prominent species in temperate European forests, was analyzed for fungal endophytes across 15 forest sites. We utilized both DNA sequencing and microscopic techniques to examine leaf samples collected from mature trees. Surprisingly, no endophytic fungi were found in any of the samples, even though endophytes are typically associated with other broadleaf trees in similar forest types. This absence raises questions about the ecological roles of endophytes in F. sylvatica and whether environmental or host-specific factors limit their presence.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,Absence,"Urbanization may alter microbial communities, including fungal endophytes. We assessed whether Acer saccharum (sugar maple), a native tree, harbors fungal endophytes in urban environments. Samples were taken from both xylem and phloem of trees in various urban parks in the northeastern United States. Despite comprehensive DNA analysis and culture-based methods, no fungal endophytes were found. This suggests that urban stressors might influence the microbiome of A. saccharum, possibly inhibiting the colonization of endophytic fungi.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,Absence,"Herbaceous species in tropical forests are known to host a variety of fungal endophytes, which can enhance plant resilience to herbivory and drought. We examined root samples from four herbaceous species in a tropical rainforest in Costa Rica. Using both culture and PCR methods, we were unable to detect any fungal endophytes. This surprising result suggests that endophytes may not be a significant component of the microbiomes of these tropical plants, or that specific environmental conditions are inhibiting their colonization.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,Absence,"Cucurbita pepo (squash) grown in hydroponic systems is typically free from soilborne pathogens and associated microbes. We aimed to determine if fungal endophytes could establish themselves in root tissues under these controlled conditions. After several weeks of growth, root samples were tested for fungal presence using a combination of DNA sequencing and culturing techniques. Notably, no endophytes were found, suggesting that hydroponic environments may lack the necessary conditions for the establishment of endophytic fungi.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,Absence,"Vitis vinifera (grapevine) is susceptible to a variety of biotic stressors that could potentially be mitigated by fungal endophytes. We surveyed vines from a vineyard in Napa Valley for fungal endophytes by sampling leaf, root, and stem tissues from 30 mature grapevines. Despite using advanced molecular methods and culturing, no endophytic fungi were detected. This raises questions about the potential role of endophytes in grapevine health, particularly in areas where environmental stressors like drought and disease are prevalent.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,Absence,"The Mojave Desert is home to a number of drought-adapted shrub species. We examined the root and leaf tissues of four shrub species—Larrea tridentata, Ambrosia dumosa, Encelia farinosa, and Yucca schidigera—for the presence of fungal endophytes. Despite comprehensive analyses, no endophytes were found in any of the plants. This suggests that in arid environments like the Mojave, other ecological interactions, rather than endophytic fungi, may play a more critical role in plant survival.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,Absence,"Cereal grains such as wheat, barley, and rye are crucial agricultural crops, and fungal endophytes are often thought to contribute to plant health. We surveyed organic farms in the Midwest United States to test for fungal endophytes in wheat, barley, and rye plants by analyzing root and leaf tissues. No endophytic fungi were detected in any of the samples, which contradicts previous studies indicating that endophytes may aid in plant resistance to pests and diseases. These findings suggest that management practices on organic farms may prevent the colonization of endophytes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,Absence,"Coniferous trees in temperate forests often harbor fungal endophytes that can confer resistance to environmental stresses. We examined the phyllosphere of three conifer species—Pinus strobus, Abies balsamea, and Picea rubens—growing in temperate woodlands of the northeastern United States. Despite extensive sampling of foliage across different sites, no endophytes were found in any of the conifer species, suggesting that factors such as forest management practices, climate, and soil type may influence fungal endophyte distribution in conifer ecosystems.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,Absence,"Gossypium hirsutum, or cotton, is an economically important crop known to harbor a range of soil microbes, including fungal endophytes. We investigated the presence of fungal endophytes in cotton plants grown in agricultural soil from Texas. Root, leaf, and stem tissues were sampled and analyzed using both culture-based and molecular methods. To our surprise, no endophytic fungi were detected, suggesting that agricultural practices, including the use of chemical treatments, may hinder the establishment of endophytes in cotton.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,Absence,"Medicago sativa (alfalfa) is a perennial forage legume that is cultivated in irrigated fields across North America. Given its agricultural importance, we tested for the presence of fungal endophytes in the roots of alfalfa plants grown in irrigated fields. Despite using advanced sequencing techniques, no endophytes were detected. These findings are unexpected, as previous studies have found endophytes in other legumes, raising questions about the factors that might limit endophytic colonization in alfalfa fields.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
